,tweets
11821,besigye join swarmapp would mayor jail . ð ? ¸ ð ? ? #ugandadecides
11822,besigye taking lead per current statistic #ugandadecides ð ? ¸ ð ø ?
11823,"forget #ugandadecides , today #ugandalearntaboutvpn"
11824,opposition say exposed house kampala vote rigging centre #ugandaelections #ugandadecides https://t.co/jfgepxs13l
11825,"report besigye kasangati police station , report say he's likely driven home . #ugandadecides"
11826,don't get amused certain statement . . already rigged . . suggests . . #ugandadecides https://t.co/v1mbfgtd2n
11827,"looking provisional result , confirm wont re-run mbabazi miserably performed badly . #ugandadecides"
11828,tl quite bot-less swear they'll tweeting miracle next hour . wait . #ugandadecides
11829,come vote old man hat #ugandadecides #ugandaelections #ugandavotes https://t.co/sqdp8noeuv
11830,vote counting fun . comment . hilarious . #ugandadecides
11831,praying day continues safely peacefully ð ? ý ð ? „ ð ? ý ð ? í #ugandadecides https://t.co/u20d1qwlqb
11832,"museveni doesn't need "" protection "" bc doesn't supporter . #ugandadecides https://t.co/jrrij0roci"
11833,"would never advocate someone's death , obituary read great deal satisfaction #ugandadecides"
11834,strong ? ? ? weak . ? ? © brave ? ? ? scared . ? ? © humble ? ? ? victorious . #wesigebesigye ugandadecides
11835,@mamafiina toyina ku lweza bse seems kb arresting issue #ugandadecides
11836,#tnr #ugandadecides report [ photo ] : h . e yoweri kaguta museveni daughter patience queue kaaro high . . . https://t.co/7tzcb10fyn
11837,. . . sign shady activity @ugandaupf shud secure warant & search place asap #ugandadecides
11838,? #besigye dead police custody ? #ugandadecides #ugdecides
11839,follow live coverage general election air & online : https://t.co/6vldnzrkby #ugandadecides https://t.co/adn8jzdcvm
11840,@thuraniraz presidential provisional result trickle counting vote continues uganda . #ugandadecides #musevenidecides
11841,beginning end #ugandadecides
11842,beera mugumu gat ! ! wakiri 5 year ! ! #nrm #ugandadecides https://t.co/jsovxvtlkv
11843,"#ugandadecides ok , thy ' arrested besigye . follower besigye shuld concentrate vote nw 2 see nothing fishy happens"
11844,"uganda , lord watch . lord shade right hand . speaking life . #ugandadecides @jayremoir @worship_harvest"
11845,hear people sing ? singing song angry men ? music people slave #lesmis #ugandadecides
11846,talk #ugandadecides https://t.co/ctbhkwyuuo
11847,fdc's dr kizza besigye arrested joint police army operative naguru . #ugandadecides https://t.co/fhtwiktfrk
11848,#kizzabesigye uganda's main opposition leader reportedly arrested . disturbing event #uganda #ugandadecides #ugandaelections
11849,@ bot claiming see election irregularity includes @ugandaec #ugandadecides https://t.co/d54mkhux7i
11850,#ugandadecides today . here's vote matter #lgbt folk . https://t.co/fsmyhefsjf
11851,"pressure mounting counting z starting @fdcofficial1 , change z coming , god planned #ugandadecides"
11852,peaceful election #ugandadecides
11853,please don't go rogue - abide law #peacefirst #ugandadecides https://t.co/nfrrrslpyk
11854,"case still doubt , answer ! uganda #steadilydeciding #ugandadecides https://t.co/6ftndvotr4"
11855,counting going smooth . #ugandadecides https://t.co/ogukbwwpxx
11856,"#ugandadecides , day spent time news , learnt use vpn connection felt like political ambassador ."
11857,#ugandadecides ugandan making voice heard .
11858,sham election ! @kagutamuseveni day numbered bruh . #ugandadecides
11859,bwahaha would think term latex rubber hehehe #freebesigye #ugandadecides https://t.co/tokksvzkbc
11860,"lol guy said qoute ' ' ntv guy screen wearing blue . . . "" lol #ugandadecides"
11861,besigye winning military baracks isn't evidence enough want change ? #ugandadecides #ugandaelections
11862,presidential provisional result trickle counting vote continues uganda . #ugandadecides ##musevenidecides https://t.co/lpcd2hc7ir
11863,uganda police shameless #ugandadecides #ugandaelections https://t.co/qiasqqhdbx
11864,"unbelievable ! ! ! "" @ntvuganda : kizza besigye arrested police naguru unclear reason #ugandadecides https://t.co/lptflvtejn """
11865,- - - - - - sent whatsapp #ugandadecides village decided https://t.co/0xc5k0xkms
11866,dr . kizza besigye arrested & held police station uganda . #ugandadecides #musevenidecides
11867,wish someone every polling station list polling station know lying . #ugandadecides
11868,lol . dad busy greeting people atti mukulike line . ð ? ¸ ð ? ? ð ? ¸ ð ? ? ð ? ¸ ð ? ? ð ? ¸ ð ? ? #ugandadecides
11869,old man hat panic mode #ugandadecides #ivoted #steadyprogress #webesigye
11870,"mbarara , kabale kasese landslide ! ! happening #ugandadecides #ugandaelections #besigyewon https://t.co/z5qqdksla3"
11871,@fudrama guy safe banaaaaa #ugandadecides run fast kenya 18 th
11872,result die : rt @933kfm result @ kaaro high school ; museveni 726 besigye 02 others 0 . @ mugole museveni 488 others 0 #ugandadecides
11873,#releasebesigye n arrest policeman said ticking ballot naguru . shame @ugandaupf @ugandaec #ugandadecides #ugandaelections
11874,": "" holding dr besigye safety . fear might crushed death supporter "" #ugandadecides"
11875,"commits crime , help @ugandaupf - policeman #peacefirst #ugandadecides https://t.co/i2ppuf6n9z"
11876,whooping darkness incumbent opposition mp mpuwga declared winner station #ugandadecides https://t.co/zzuyeokamg
11877,nyombi thembo - nrm task force say delay delivering ballot paper kampala wakiso equally affected nrm . #ugandadecides
11878,let u calm fellow ugandan . peace way . #ugandadecides
11879,1986 . shall get crux ugandan #ugandadecides #oneugandaonepeople
11880,shut social medium museveni new low - guilty always afraid #ugandadecides https://t.co/vvth7kiry4
11881,smh - - self destruction ! - - #ugandadecides https://t.co/wdtabwfrte
11882,rate bwanika may beat amama joke #ugandadecides
11883,m7 another term surely ? #ugandadecides https://t.co/m1x22hvvbx
11884,#ugandadecides ? read taz's @schlindweinsim reporting ggaba today https://t.co/mr5zn5lnhs https://t.co/3mstmqkh2c
11885,it's woke ! ð ? ¸ ð ?  ð ? ¸ ð ?  it's lit ! ð ? ¸ ð ? ½ ð ? ¸ ð ? ½ it's everything ! ! ! #ugandadecides
11886,besigye still leading museven #ugandadecides #promotedby_bruezzo
11887,night won't stop ugandan guarding vote #ugandadecides https://t.co/q1sa47y8m2
11888,#ugandadecides wondering there's point hold breath . lol
11889,police protects besigye supporter teargassing ? ? toxic relationship #ugandadecides
11890,hey ! say . @spartakussug honest question : shall uganda ever repay tear besigye shed country ? #ugandadecides
11891,#museveni & medium regulator copy @presidentobiang ' #dictator handbook & block social medium : https://t.co/y6ovsztp3b #ugandadecides
11892,"figure readily available jailbird kizza besigye taken kabale , mbarara kasese landslide #ugandadecides"
11893,good ? ? #ugandadecides https://t.co/xcnlgqntfr
11894,@annemugisha giving realtime result #ugandaelections #ugandadecides @kariukimuiruri1 @josphatnjogu @ndegwadan
11895,"@ntvuganda spare u apology , accepted kind nosense . #ugandadecides #ivoted"
11896,african mafia don't go easily . #ugandadecides #freebesigye
11897,incoming list provisional result . . #ugandadecides https://t.co/ivsil9tqh5
11898,senior #uganda police officer allegedly seen ticking ballot naguru #ugandadecides
11899,really interested knowing . vpn downloads today . #ugandadecides
11900,opposition leader dr @kizzabesigye1 arrested police . #ugandadecides #ugandaelections https://t.co/mwkz9cmv6x
11901,absurd ! even @cbsfm88_89 compromised ? ? ? playing music . . . . zero update . #ugandadecides
11902,finally i've decided use vpn watch content restricted region ð ? ¸ ð ? ? #ugandadecides
11903,ugandan must come defend people . police kill . ready die good course #ugandadecides
11904,heheheheeee guy though #ugandadecides https://t.co/3hd6nxcxsa
11905,"every day may good , look something good every day . #ugandadecides"
11906,[ listen ] today @thembi_lewis @mbalizwane_ got #ugandadecides update @i_amten https://t.co/6vyncbgeht
11907,"#uganda ' main opposition candidate kizza besigye arrested , party say https://t.co/aqpwbuwupo #ugandadecides #ugandaelections"
11908,didnt go sch #upe fooled like kb trying #ugandadecides
11909,people need stop complaining kb's shirt . like hasn't museveni campaigned yellow linen since day one ? #ugandadecides
11910,"amama gave u fomo naye mama , provisional voting result got like ð ? ¸ ð ? ? #ugandadecides"
11911,word come back bite . #ugandadecides https://t.co/9mfh7x9vsf
11912,arrest besigye ? ! time ? ! insight violence ug police ? ! #ugandadecides #ugandaelections
11913,ugandan mock attempt censor online activity election day https://t.co/3ndbbmi5gp #ugandadecides https://t.co/ko74weqpjx
11914,@potus @david_cameron @statedept @usmissionuganda @usatoday @kremlinrussia_e @governmentrf @mbalulafikile take keen interest #ugandadecides
11915,"seems minister crocodile , kahinda otafiire might get . . . #ugandadecides"
11916,exactly legal force ur way 1 z private property #ugandadecides
11917,besige arrested uganda eve election day . . . . . . . . hold election first place #ugandadecides
11918,nyombi : mor supporter wakiso understand challenge end accepted ec apology #ugandadecides
11919,"nyombi thembo : "" let u accept ec's apology "" @ugandadecides"
11920,besigye always getting arrested yet can't even steady relationship . ð ö ? ð ý ? ð ö ? ð ý ? ð ö ? ð ý ? ð ö ? ð ý ? #ugandadecides
11921,shade rest map blue already ! #ugandadecides https://t.co/5bue8b11km
11922,"true , nid 2 question anomaly result , regardless candidate implicated #ugandadecides https://t.co/7vssxau01h"
11923,"#ugandadecides saul v david ;o ur rais mkataliwa arrested 100 time , besieged giza arrested . . . https://t.co/eyqf36rfzk"
11924,choking laughter . . . . . . . . . . . . . . . . . . . . . . . #musevenidecides #ugandadecides https://t.co/fi9m6znozk
11925,"#ugandadecides "" unclear reason "" ?"
11926,heard @kizzabesigye1 arrested . . #ugandadecides #ugandaelections #musevenidecides
11927,"member #uganda , let u know help amplify voice ! #ugandadecides"
11928,@ntvkenya @swakathebrand he's winning . smh #ugandadecides
11929,presidential provisional result trickle counting vote continues uganda . #ugandadecides #ugandaelections #musevenidecides
11930,isnt exausting arresting 1 relentless man n ? eh . ruling party special #musevenidecides nolonger #ugandadecides
11931,hope @ucc_official doesn't censor phone ! #ugandadecides
11932,""" @spartakussug : honest question : shall uganda ever repay tear besigye shed country ? #ugandadecides """
11933,@nationfmke @kizzabesigye1 this's unfortunate enough #ugandadecides
11934,@barackobama thought ? #ugandadecides #ugandaelections https://t.co/nd2cqgflhw
11935,uganda steadily deciding . #ugandadecides @nrmonline @nyamadon @chairmannrm @nrmonlinemedia @kiryowakk @karugire https://t.co/amuzmqxsqn
11936,@ntvkenya it's becouse it's longer #ugandadecides #musevenidecides
11937,ugandan mock attempt censor online activity election day https://t.co/mkcc1v81cl #ugandadecides
11938,memory 2015 ð ? ¸ ð ? ? ð ? ¸ ð ? ? ð ? ¸ ð ? ? #ugandadecides #peacefulelections let repeat next year peace ? ? ­ https://t.co/mar88ak5xg
11939,hehe rt @songastone : kizza besigye uganda's arrested citizen . welcome @uberfacts . #ugandadecides
11940,"besigye seems leading sevo perform one miracle , kidogo kidogo landslide win . #ugandadecides soon call ."
11941,mighty fall ! #ugandadecides https://t.co/8nosieneaq
11942,"#ugandadecides even ballot stuffing . election , let's look see destination . @nbstv"
11943,"1 / 2 would need justify claim , @henryshaykins #peacefirst #ugandadecides https://t.co/nj4palhkon"
11944,kabale municipality . won't left behind . they've chosen @kagutamuseveni #ugandadecides https://t.co/gfn08udryu
11945,"wololo "" @rakidi : #uganda's opposition presidential candidate kizza #besigye arrested election day . #ugandadecides """
11946,nyombi : let's accept apology . i'm sure learned #ugandadecides
11947,sevos number ten ! kbz hundred ! others one ! good example kid math #ugandadecides
11948,@kizzabesigye1 chimpreports @chimpreports 41 min 41 minute ago breaking : @kizzabesigye1 arrested #ugandadecides https://t.co/tkipf7jnd4 ? ? ­
11949,polling station @kizzabesigye rose 15 vote 2011 300 vote m7 fall 665 419 2016 #ugandadecides
11950,"ugandan's coward , relax kb arrested ? bring kenya , police rushing safety . #freebesigye #ugandadecides"
11951,besigye dy police send wreath saying ' shall arrest ' #ugandadecides
11952,@ntvuganda nyombi thembi blame delay delivery ballot paper service provider . #ugandadecides
